ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
HKG,Hong Kong SAR,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","170,601.58","178,366.30","187,160.36","195,107.75","202,783.64","202,607.68","206,258.62","215,110.56","200,404.96","203,750.90","216,950.01","217,557.17","221,309.29","226,778.48","245,293.70","261,871.80","277,588.46","294,081.34","299,239.36","290,524.98","307,736.56","319,948.94","322,598.38","330,763.57","337,932.28","343,312.72","347,579.67","359,206.81","366,369.28","364,035.73","365,748.89","372,590.47","380,280.35","388,474.99","397,259.10",2018
HKG,Hong Kong SAR,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","26,564.22","27,773.25","29,142.57","30,380.05","31,575.26","31,547.86","32,116.34","33,494.67","31,204.87","31,725.87","33,781.09","33,875.63","34,459.87","35,311.47","38,194.46","40,775.82","43,223.04","45,791.14","46,594.29","45,237.38","47,917.38","49,818.96","50,231.50","51,502.89","52,619.13","53,456.91","54,121.31","55,931.76","57,047.03","56,683.67","56,950.43","58,015.72","59,213.10","60,489.09","61,856.85",2018
HUN,Hungary,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,694,728.82","1,493,431.37","1,447,601.00","1,440,457.09","1,485,062.31","1,524,761.34","1,527,341.25","1,581,421.42","1,651,775.39","1,708,904.13","1,786,235.67","1,858,836.86","1,947,782.80","2,029,327.15","2,136,158.94","2,234,093.88","2,324,967.75","2,337,339.76","2,362,166.05","2,209,318.81","2,227,571.50","2,270,846.49","2,245,944.93","2,298,289.23","2,403,144.68","2,493,431.51","2,557,047.10","2,671,530.52","2,809,249.64","2,944,485.51","3,047,874.95","3,142,678.26","3,230,983.09","3,315,293.97","3,395,160.75",2018
HUN,Hungary,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","17,107.58","15,075.57","14,612.93","14,540.81","14,991.08","15,391.83","15,417.87","15,963.79","16,673.98","17,250.67","18,031.30","18,764.18","19,662.05","20,485.21","21,563.63","22,552.25","23,469.58","23,594.47","23,845.08","22,302.15","22,486.41","22,923.25","22,671.88","23,200.27","24,258.74","25,170.15","25,812.32","26,967.99","28,358.20","29,723.35","30,767.03","31,724.03","32,615.43","33,466.51","34,272.73",2018
ISL,Iceland,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,607,093.42","2,580,102.11","2,455,992.18","2,463,034.63","2,526,136.08","2,510,952.95","2,621,479.83","2,731,574.74","2,898,465.75","2,979,221.07","3,087,583.18","3,159,143.28","3,144,991.71","3,195,184.27","3,427,208.59","3,606,828.87","3,716,220.23","3,961,468.71","3,940,648.39","3,628,616.52","3,523,114.95","3,580,140.81","3,613,808.97","3,736,519.63","3,769,666.32","3,907,541.78","4,123,535.09","4,231,075.01","4,306,485.87","4,240,513.81","4,225,275.09","4,236,024.21","4,250,804.60","4,267,555.78","4,279,751.96",2018
ISL,Iceland,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","30,093.24","29,781.68","28,349.10","28,430.39","29,158.76","28,983.50","30,259.30","31,530.10","33,456.50","34,388.64","35,639.45","36,465.45","36,302.11","36,881.47","39,559.69","41,633.01","42,895.70","45,726.56","45,486.23","41,884.50","40,666.72","41,324.96","41,713.58","43,130.01","43,512.62","45,104.09","47,597.27","48,838.58","49,709.03","48,947.53","48,771.63","48,895.71","49,066.32","49,259.67","49,400.45",2018
IND,India,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","27,223.11","26,985.40","27,883.95","28,592.61","29,899.24","31,546.12","33,288.29","33,978.14","35,406.62","37,718.64","38,475.12","39,697.51","40,572.19","43,094.38","45,749.07","49,229.07","52,979.50","57,313.14","58,681.24","62,754.73","68,232.96","71,774.15","74,684.75","78,422.45","83,139.92","88,622.11","94,617.39","100,082.78","105,511.70","110,518.96","116,755.75","123,815.50","131,295.63","139,231.64","147,498.24",2013
IND,India,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,801.73","1,786.00","1,845.47","1,892.37","1,978.85","2,087.84","2,203.15","2,248.80","2,343.35","2,496.36","2,546.43","2,627.33","2,685.22","2,852.15","3,027.85","3,258.17","3,506.39","3,793.20","3,883.75","4,153.35","4,515.92","4,750.29","4,942.92","5,190.30","5,502.52","5,865.35","6,262.14","6,623.86","6,983.17","7,314.57","7,727.34","8,194.58","8,689.65","9,214.88","9,762.00",2013
IDN,Indonesia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","14,955,868.90","16,025,411.26","16,792,215.15","17,832,439.58","18,864,152.37","20,081,774.31","21,404,546.56","22,154,654.34","19,026,711.58","18,958,277.25","19,674,901.55","20,105,032.77","20,714,247.51","21,399,289.77","22,159,839.05","23,091,989.56","24,019,723.24","25,184,621.92","26,678,344.40","27,539,951.07","28,884,425.18","30,115,352.78","31,484,474.29","32,780,966.50","33,965,353.61","35,144,531.88","36,498,031.50","37,928,046.66","39,465,676.69","41,013,167.94","42,635,576.42","44,386,933.55","46,246,035.04","48,177,255.88","50,179,180.36",2018
IDN,Indonesia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,456.45","4,775.14","5,003.63","5,313.59","5,621.01","5,983.83","6,377.98","6,601.49","5,669.45","5,649.06","5,862.59","5,990.76","6,172.29","6,376.41","6,603.03","6,880.79","7,157.23","7,504.34","7,949.43","8,206.16","8,606.78","8,973.56","9,381.52","9,767.84","10,120.76","10,472.12","10,875.43","11,301.54","11,759.71","12,220.82","12,704.25","13,226.11","13,780.07","14,355.52","14,952.04",2018
IRN,Islamic Republic of Iran,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","54,655,587.56","59,090,109.69","59,463,222.51","59,339,020.41","57,610,401.76","57,357,904.97","60,042,356.41","58,719,796.25","58,846,029.10","58,047,146.64","61,002,455.51","60,475,249.14","65,671,299.01","70,648,385.63","72,358,907.01","74,935,429.34","77,682,952.63","81,899,908.26","80,818,979.11","79,796,279.50","83,272,527.85","84,689,207.78","77,243,266.34","76,087,559.81","77,004,178.88","74,823,310.14","83,160,499.82","85,244,458.13","80,191,310.83","71,813,456.16","71,095,447.05","71,082,926.60","71,095,967.73","71,082,293.43","71,146,717.17",2018
IRN,Islamic Republic of Iran,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","11,735.06","12,687.19","12,767.30","12,740.63","12,369.48","12,315.27","12,891.64","12,607.68","12,634.78","12,463.25","13,097.79","12,984.59","14,100.23","15,168.86","15,536.12","16,089.32","16,679.24","17,584.66","17,352.58","17,132.99","17,879.37","18,183.55","16,584.84","16,336.70","16,533.50","16,065.25","17,855.32","18,302.77","17,217.81","15,419.01","15,264.84","15,262.16","15,264.96","15,262.02","15,275.85",2018
IRQ,Iraq,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,557,758.57","3,818,213.77","3,782,417.11","3,897,861.00","3,877,987.83","4,098,784.17","4,134,271.30","4,285,427.30","4,493,077.05","4,990,683.59","5,236,486.89","5,036,642.03","5,133,219.81","5,757,038.31","5,466,751.09","5,295,587.71","5,337,096.69","5,445,103.36","5,504,896.61","5,490,047.82","5,461,467.45","5,433,815.16",2013
IRQ,Iraq,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"7,541.55","11,258.00","11,152.46","11,492.84","11,434.25","12,085.26","12,189.90","12,635.58","13,247.84","14,715.03","15,439.78","14,850.54","15,135.30","16,974.63","16,118.71","15,614.04","15,736.43","16,054.89","16,231.19","16,187.40","16,103.14","16,021.60",2013
IRL,Ireland,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","20,596.34","20,816.27","21,386.68","21,761.59","22,968.34","25,064.08","27,155.84","29,760.83","32,002.58","34,964.71","37,725.81","39,114.28","40,730.86","41,293.58","43,251.25","44,644.56","45,596.38","46,668.71","43,846.25","41,322.46","41,857.69","41,845.00","41,755.47","42,084.91","45,315.48","56,139.52","57,495.16","61,473.55","65,753.67","67,671.00","69,209.41","70,717.54","72,073.79","73,339.67","74,599.62",2018
IRL,Ireland,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","22,160.43","22,397.06","23,010.80","23,414.17","24,712.57","26,967.46","29,218.07","32,020.88","34,432.88","37,619.95","40,590.73","42,084.64","43,823.98","44,429.44","46,535.77","48,034.89","49,058.99","50,212.75","47,175.95","44,460.51","45,036.39","45,022.73","44,926.40","45,280.86","48,756.76","60,402.78","61,861.37","66,141.89","70,747.04","72,809.97","74,465.21","76,087.87","77,547.11","78,909.13","80,264.75",2018
ISR,Israel,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","87,572.96","86,268.59","89,244.67","90,225.12","94,123.39","100,470.40","102,944.56","104,525.22","106,273.86","107,332.04","113,719.89","111,222.94","108,842.11","108,063.60","111,456.25","114,049.27","118,498.94","123,453.08","125,101.74","123,790.81","128,270.90","132,405.16","133,117.13","136,236.14","138,697.00","139,114.63","141,831.80","144,096.77","146,180.72","147,880.09","149,508.47","151,287.40","152,988.47","154,644.64","156,228.68",2018
ISR,Israel,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","20,225.49","19,924.24","20,611.59","20,838.03","21,738.36","23,204.24","23,775.66","24,140.72","24,544.58","24,788.97","26,264.28","25,687.60","25,137.73","24,957.93","25,741.48","26,340.36","27,368.03","28,512.22","28,892.99","28,590.22","29,624.93","30,579.76","30,744.19","31,464.54","32,032.90","32,129.35","32,756.90","33,280.00","33,761.31","34,153.78","34,529.87","34,940.72","35,333.60","35,716.10","36,081.94",2018
ITA,Italy,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","23,403.69","23,719.64","23,878.97","23,659.44","24,141.21","24,788.00","25,106.94","25,553.29","25,953.47","26,356.12","27,327.03","27,793.17","27,843.58","27,787.59","28,019.09","28,070.96","28,510.60","28,820.23","28,278.75","26,542.01","26,873.02","26,917.67","26,064.91","25,469.62","25,384.28","25,613.36","25,955.49","26,425.77","26,699.06","26,756.93","26,956.99","27,222.28","27,466.81","27,704.45","27,946.78",2018
ITA,Italy,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","30,903.89","31,321.10","31,531.49","31,241.61","31,877.77","32,731.84","33,152.99","33,742.38","34,270.81","34,802.49","36,084.56","36,700.08","36,766.65","36,692.72","36,998.41","37,066.90","37,647.43","38,056.29","37,341.27","35,047.96","35,485.05","35,544.01","34,417.96","33,631.89","33,519.20","33,821.71","34,273.47","34,894.47","35,255.33","35,331.75","35,595.93","35,946.24","36,269.13","36,582.93","36,902.92",2018
JAM,Jamaica,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","262,262.45","262,717.71","268,005.18","271,678.10","274,355.83","278,735.68","276,786.86","269,618.43","263,761.45","263,803.07","263,417.24","264,463.06","264,041.11","271,612.96","273,292.37","274,041.45","280,513.84","283,311.65","279,887.32","269,299.84","264,287.79","266,758.73","264,050.77","263,179.05","263,264.81","264,077.66","266,611.42","266,925.09","269,836.10","271,224.48","272,522.71","275,667.51","279,602.63","283,872.01","288,488.94",2015
JAM,Jamaica,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","8,181.71","8,195.91","8,360.86","8,475.44","8,558.98","8,695.61","8,634.82","8,411.19","8,228.47","8,229.77","8,217.73","8,250.36","8,237.19","8,473.41","8,525.80","8,549.17","8,751.09","8,838.37","8,731.54","8,401.25","8,244.89","8,321.97","8,237.49","8,210.30","8,212.98","8,238.33","8,317.38","8,327.16","8,417.98","8,461.29","8,501.79","8,599.90","8,722.66","8,855.85","8,999.88",2015
JPN,Japan,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,289,152.69","3,388,109.13","3,404,793.07","3,376,225.41","3,400,308.25","3,484,638.61","3,584,806.44","3,614,761.42","3,564,418.30","3,548,743.55","3,640,359.11","3,646,498.01","3,643,119.98","3,692,011.23","3,770,455.24","3,832,616.32","3,887,213.91","3,951,171.00","3,909,955.96","3,702,286.48","3,856,154.01","3,844,576.36","3,910,594.72","3,995,682.70","4,017,378.92","4,071,055.90","4,096,413.51","4,182,778.16","4,225,178.40","4,273,128.52","4,307,823.65","4,343,721.06","4,384,358.69","4,426,235.58","4,469,820.66",2017
JPN,Japan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","30,606.86","31,527.69","31,682.94","31,417.11","31,641.21","32,425.93","33,358.03","33,636.78","33,168.32","33,022.46","33,874.97","33,932.10","33,900.67","34,355.62","35,085.57","35,664.00","36,172.06","36,767.20","36,383.68","34,451.23","35,883.03","35,775.30","36,389.62","37,181.40","37,383.29","37,882.78","38,118.74","38,922.40","39,316.95","39,763.14","40,085.99","40,420.03","40,798.18","41,187.86","41,593.44",2017
